salloc -N 2 --ntasks-per-node=1

task 0 has started...
Beginning latency timing test. Number of reps = 1000.
***************************************************
Rep#       T1               T2            deltaT
 503  1566989656.43523526  1566989656.43523765  0.00000238
 504  1566989656.43523979  1566989656.43524241  0.00000262
 505  1566989656.43524456  1566989656.43524718  0.00000262
 506  1566989656.43524933  1566989656.43525171  0.00000238
 507  1566989656.43525410  1566989656.43525648  0.00000238
 508  1566989656.43525887  1566989656.43526125  0.00000238
 509  1566989656.43526340  1566989656.43526602  0.00000262
 510  1566989656.43526816  1566989656.43527079  0.00000262
 511  1566989656.43527293  1566989656.43527555  0.00000262
 512  1566989656.43527770  1566989656.43528008  0.00000238
 513  1566989656.43528247  1566989656.43528485  0.00000238
 514  1566989656.43528724  1566989656.43528962  0.00000238
 515  1566989656.43529177  1566989656.43529415  0.00000238
 516  1566989656.43529654  1566989656.43529892  0.00000238
 517  1566989656.43530130  1566989656.43530369  0.00000238
 518  1566989656.43530583  1566989656.43530846  0.00000262
 519  1566989656.43531060  1566989656.43531299  0.00000238
 520  1566989656.43531537  1566989656.43531775  0.00000238
 521  1566989656.43531990  1566989656.43532228  0.00000238
 522  1566989656.43532467  1566989656.43532705  0.00000238
 523  1566989656.43532920  1566989656.43533206  0.00000286
 524  1566989656.43533444  1566989656.43533683  0.00000238
 525  1566989656.43533897  1566989656.43534160  0.00000262
 526  1566989656.43534374  1566989656.43534660  0.00000286
 527  1566989656.43534875  1566989656.43535137  0.00000262
 528  1566989656.43535352  1566989656.43535614  0.00000262
 529  1566989656.43535829  1566989656.43536091  0.00000262
 530  1566989656.43536305  1566989656.43536544  0.00000238
 531  1566989656.43536782  1566989656.43537021  0.00000238
 532  1566989656.43537235  1566989656.43537498  0.00000262
 533  1566989656.43537712  1566989656.43537951  0.00000238
 534  1566989656.43538189  1566989656.43538427  0.00000238
 535  1566989656.43538666  1566989656.43538904  0.00000238
 536  1566989656.43539119  1566989656.43539381  0.00000262
 537  1566989656.43539596  1566989656.43539834  0.00000238
 538  1566989656.43540072  1566989656.43540311  0.00000238
 539  1566989656.43540525  1566989656.43540764  0.00000238
 540  1566989656.43541002  1566989656.43541241  0.00000238
 541  1566989656.43541861  1566989656.43542123  0.00000262
 542  1566989656.43542337  1566989656.43543673  0.00001335
 543  1566989656.43543935  1566989656.43544197  0.00000262
 544  1566989656.43544459  1566989656.43544698  0.00000238
 545  1566989656.43544960  1566989656.43545222  0.00000262
 546  1566989656.43545485  1566989656.43545723  0.00000238
 547  1566989656.43545985  1566989656.43546224  0.00000238
 548  1566989656.43546486  1566989656.43546748  0.00000262
 549  1566989656.43546987  1566989656.43547249  0.00000262
 550  1566989656.43547511  1566989656.43547750  0.00000238
 551  1566989656.43548012  1566989656.43548274  0.00000262
 552  1566989656.43548536  1566989656.43548775  0.00000238
 553  1566989656.43549037  1566989656.43549299  0.00000262
 554  1566989656.43549848  1566989656.43550110  0.00000262
 555  1566989656.43550372  1566989656.43550611  0.00000238
 556  1566989656.43550873  1566989656.43551111  0.00000238
 557  1566989656.43551373  1566989656.43551636  0.00000262
 558  1566989656.43551874  1566989656.43552136  0.00000262
 559  1566989656.43552375  1566989656.43552637  0.00000262
 560  1566989656.43552899  1566989656.43553162  0.00000262
 561  1566989656.43553400  1566989656.43553662  0.00000262
 562  1566989656.43553925  1566989656.43554163  0.00000238
 563  1566989656.43554425  1566989656.43554688  0.00000262
 564  1566989656.43554950  1566989656.43555188  0.00000238
 565  1566989656.43555450  1566989656.43555713  0.00000262
 566  1566989656.43555975  1566989656.43556213  0.00000238
 567  1566989656.43556476  1566989656.43556714  0.00000238
 568  1566989656.43556976  1566989656.43557215  0.00000238
 569  1566989656.43557477  1566989656.43557739  0.00000262
 570  1566989656.43558002  1566989656.43558264  0.00000262
 571  1566989656.43558502  1566989656.43558764  0.00000262
 572  1566989656.43559027  1566989656.43559265  0.00000238
 573  1566989656.43559527  1566989656.43559790  0.00000262
 574  1566989656.43560028  1566989656.43560290  0.00000262
 575  1566989656.43560529  1566989656.43560791  0.00000262
 576  1566989656.43561029  1566989656.43561292  0.00000262
 577  1566989656.43561530  1566989656.43561792  0.00000262
 578  1566989656.43562055  1566989656.43562293  0.00000238
 579  1566989656.43562555  1566989656.43562818  0.00000262
 580  1566989656.43563080  1566989656.43563318  0.00000238
 581  1566989656.43563581  1566989656.43563843  0.00000262
 582  1566989656.43564081  1566989656.43564343  0.00000262
 583  1566989656.43564582  1566989656.43564844  0.00000262
 584  1566989656.43565106  1566989656.43565345  0.00000238
 585  1566989656.43565607  1566989656.43565869  0.00000262
 586  1566989656.43566108  1566989656.43566370  0.00000262
 587  1566989656.43566632  1566989656.43566871  0.00000238
 588  1566989656.43567133  1566989656.43567371  0.00000238
 589  1566989656.43567634  1566989656.43567896  0.00000262
 590  1566989656.43568134  1566989656.43568397  0.00000262
 591  1566989656.43568659  1566989656.43568897  0.00000238
 592  1566989656.43569160  1566989656.43569398  0.00000238
 593  1566989656.43569660  1566989656.43569922  0.00000262
 594  1566989656.43570185  1566989656.43570423  0.00000238
 595  1566989656.43571758  1566989656.43571997  0.00000238
 596  1566989656.43572235  1566989656.43572474  0.00000238
 597  1566989656.43572688  1566989656.43572950  0.00000262
 598  1566989656.43573165  1566989656.43573427  0.00000262
 599  1566989656.43573642  1566989656.43573880  0.00000238
 600  1566989656.43574119  1566989656.43574357  0.00000238
 601  1566989656.43574572  1566989656.43574834  0.00000262
 602  1566989656.43575072  1566989656.43575311  0.00000238
 603  1566989656.43575525  1566989656.43575788  0.00000262
 604  1566989656.43576002  1566989656.43576241  0.00000238
 605  1566989656.43576479  1566989656.43576717  0.00000238
 606  1566989656.43576932  1566989656.43577194  0.00000262
 607  1566989656.43577409  1566989656.43577647  0.00000238
 608  1566989656.43577886  1566989656.43578124  0.00000238
 609  1566989656.43578339  1566989656.43578601  0.00000262
 610  1566989656.43578815  1566989656.43579078  0.00000262
 611  1566989656.43579292  1566989656.43579531  0.00000238
 612  1566989656.43579769  1566989656.43580008  0.00000238
 613  1566989656.43580222  1566989656.43580461  0.00000238
 614  1566989656.43580699  1566989656.43580937  0.00000238
 615  1566989656.43581176  1566989656.43581414  0.00000238
 616  1566989656.43581653  1566989656.43581891  0.00000238
 617  1566989656.43582106  1566989656.43582368  0.00000262
 618  1566989656.43583632  1566989656.43583894  0.00000262
 619  1566989656.43584108  1566989656.43584347  0.00000238
 620  1566989656.43584561  1566989656.43584800  0.00000238
 621  1566989656.43585014  1566989656.43585253  0.00000238
 622  1566989656.43585467  1566989656.43585730  0.00000262
 623  1566989656.43586087  1566989656.43586326  0.00000238
 624  1566989656.43586540  1566989656.43587852  0.00001311
 625  1566989656.43588090  1566989656.43588352  0.00000262
 626  1566989656.43588567  1566989656.43588805  0.00000238
 627  1566989656.43589044  1566989656.43589282  0.00000238
 628  1566989656.43589520  1566989656.43589759  0.00000238
 629  1566989656.43589997  1566989656.43590236  0.00000238
 630  1566989656.43590450  1566989656.43590713  0.00000262
 631  1566989656.43590927  1566989656.43591166  0.00000238
 632  1566989656.43591404  1566989656.43591642  0.00000238
 633  1566989656.43591881  1566989656.43592119  0.00000238
 634  1566989656.43592358  1566989656.43592596  0.00000238
 635  1566989656.43592834  1566989656.43593073  0.00000238
 636  1566989656.43593311  1566989656.43593550  0.00000238
 637  1566989656.43593764  1566989656.43594027  0.00000262
 638  1566989656.43594241  1566989656.43594503  0.00000262
 639  1566989656.43594718  1566989656.43594956  0.00000238
 640  1566989656.43595195  1566989656.43595433  0.00000238
 641  1566989656.43595648  1566989656.43595910  0.00000262
 642  1566989656.43596125  1566989656.43596387  0.00000262
 643  1566989656.43596601  1566989656.43596864  0.00000262
 644  1566989656.43597078  1566989656.43597317  0.00000238
 645  1566989656.43597555  1566989656.43597794  0.00000238
 646  1566989656.43598008  1566989656.43598247  0.00000238
 647  1566989656.43598485  1566989656.43598723  0.00000238
 648  1566989656.43598962  1566989656.43599200  0.00000238
 649  1566989656.43599439  1566989656.43599677  0.00000238
 650  1566989656.43599892  1566989656.43600130  0.00000238
 651  1566989656.43600368  1566989656.43600607  0.00000238
 652  1566989656.43600821  1566989656.43601060  0.00000238
 653  1566989656.43601274  1566989656.43601537  0.00000262
 654  1566989656.43601751  1566989656.43601990  0.00000238
 655  1566989656.43602204  1566989656.43602467  0.00000262
 656  1566989656.43602681  1566989656.43602920  0.00000238
 657  1566989656.43603158  1566989656.43603396  0.00000238
 658  1566989656.43603611  1566989656.43603849  0.00000238
 659  1566989656.43604088  1566989656.43604326  0.00000238
 660  1566989656.43604541  1566989656.43604779  0.00000238
 661  1566989656.43604994  1566989656.43605256  0.00000262
 662  1566989656.43605471  1566989656.43605709  0.00000238
 663  1566989656.43605924  1566989656.43606186  0.00000262
 664  1566989656.43606400  1566989656.43606639  0.00000238
 665  1566989656.43606853  1566989656.43607092  0.00000238
 666  1566989656.43607330  1566989656.43607569  0.00000238
 667  1566989656.43607783  1566989656.43608046  0.00000262
 668  1566989656.43608260  1566989656.43608499  0.00000238
 669  1566989656.43608713  1566989656.43608952  0.00000238
 670  1566989656.43609190  1566989656.43609428  0.00000238
 671  1566989656.43609667  1566989656.43609905  0.00000238
 672  1566989656.43610120  1566989656.43610358  0.00000238
 673  1566989656.43610597  1566989656.43610835  0.00000238
 674  1566989656.43611050  1566989656.43611312  0.00000262
 675  1566989656.43611526  1566989656.43611765  0.00000238
 676  1566989656.43612003  1566989656.43612242  0.00000238
 677  1566989656.43612456  1566989656.43612719  0.00000262
 678  1566989656.43612933  1566989656.43613195  0.00000262
 679  1566989656.43613410  1566989656.43613672  0.00000262
 680  1566989656.43613887  1566989656.43614125  0.00000238
 681  1566989656.43614364  1566989656.43614602  0.00000238
 682  1566989656.43614817  1566989656.43615079  0.00000262
 683  1566989656.43615294  1566989656.43615532  0.00000238
 684  1566989656.43615770  1566989656.43616009  0.00000238
 685  1566989656.43616247  1566989656.43616509  0.00000262
 686  1566989656.43616748  1566989656.43616986  0.00000238
 687  1566989656.43617201  1566989656.43617439  0.00000238
 688  1566989656.43617678  1566989656.43617916  0.00000238
 689  1566989656.43618155  1566989656.43618393  0.00000238
 690  1566989656.43618608  1566989656.43618870  0.00000262
 691  1566989656.43619084  1566989656.43619323  0.00000238
 692  1566989656.43619561  1566989656.43619800  0.00000238
 693  1566989656.43620253  1566989656.43620515  0.00000262
 694  1566989656.43620729  1566989656.43620992  0.00000262
 695  1566989656.43621206  1566989656.43621469  0.00000262
 696  1566989656.43621683  1566989656.43621922  0.00000238
 697  1566989656.43622160  1566989656.43622398  0.00000238
 698  1566989656.43622613  1566989656.43622875  0.00000262
 699  1566989656.43623090  1566989656.43623328  0.00000238
 700  1566989656.43623567  1566989656.43623805  0.00000238
 701  1566989656.43624043  1566989656.43624282  0.00000238
 702  1566989656.43624520  1566989656.43624759  0.00000238
 703  1566989656.43624997  1566989656.43625236  0.00000238
 704  1566989656.43625450  1566989656.43625689  0.00000238
 705  1566989656.43625927  1566989656.43626189  0.00000262
 706  1566989656.43626404  1566989656.43626666  0.00000262
 707  1566989656.43626881  1566989656.43627119  0.00000238
 708  1566989656.43627357  1566989656.43627596  0.00000238
 709  1566989656.43627810  1566989656.43628073  0.00000262
 710  1566989656.43628287  1566989656.43628526  0.00000238
 711  1566989656.43628764  1566989656.43629003  0.00000238
 712  1566989656.43629241  1566989656.43629479  0.00000238
 713  1566989656.43629718  1566989656.43629956  0.00000238
 714  1566989656.43630171  1566989656.43630409  0.00000238
 715  1566989656.43630648  1566989656.43630886  0.00000238
 716  1566989656.43631124  1566989656.43631363  0.00000238
 717  1566989656.43631601  1566989656.43631840  0.00000238
 718  1566989656.43632054  1566989656.43632317  0.00000262
 719  1566989656.43632531  1566989656.43632793  0.00000262
 720  1566989656.43633008  1566989656.43633246  0.00000238
 721  1566989656.43633461  1566989656.43633723  0.00000262
 722  1566989656.43633938  1566989656.43634176  0.00000238
 723  1566989656.43634415  1566989656.43634653  0.00000238
 724  1566989656.43634868  1566989656.43635106  0.00000238
 725  1566989656.43635345  1566989656.43635583  0.00000238
 726  1566989656.43635798  1566989656.43636060  0.00000262
 727  1566989656.43636274  1566989656.43636513  0.00000238
 728  1566989656.43636751  1566989656.43636990  0.00000238
 729  1566989656.43637228  1566989656.43637466  0.00000238
 730  1566989656.43637681  1566989656.43637943  0.00000262
 731  1566989656.43638158  1566989656.43638396  0.00000238
 732  1566989656.43638635  1566989656.43638873  0.00000238
 733  1566989656.43639112  1566989656.43639350  0.00000238
 734  1566989656.43639565  1566989656.43639827  0.00000262
 735  1566989656.43640041  1566989656.43640280  0.00000238
 736  1566989656.43640518  1566989656.43640757  0.00000238
 737  1566989656.43640995  1566989656.43641281  0.00000286
 738  1566989656.43641496  1566989656.43641734  0.00000238
 739  1566989656.43641973  1566989656.43642211  0.00000238
 740  1566989656.43642449  1566989656.43642688  0.00000238
 741  1566989656.43642902  1566989656.43643141  0.00000238
 742  1566989656.43643379  1566989656.43643618  0.00000238
 743  1566989656.43643832  1566989656.43644094  0.00000262
 744  1566989656.43644309  1566989656.43644571  0.00000262
 745  1566989656.43644786  1566989656.43645024  0.00000238
 746  1566989656.43645263  1566989656.43645549  0.00000286
 747  1566989656.43645763  1566989656.43646026  0.00000262
 748  1566989656.43646240  1566989656.43646479  0.00000238
 749  1566989656.43646717  1566989656.43646955  0.00000238
 750  1566989656.43647194  1566989656.43647432  0.00000238
 751  1566989656.43647647  1566989656.43647885  0.00000238
 752  1566989656.43648124  1566989656.43648362  0.00000238
 753  1566989656.43648601  1566989656.43648839  0.00000238
 754  1566989656.43649054  1566989656.43649316  0.00000262
 755  1566989656.43649530  1566989656.43649769  0.00000238
 756  1566989656.43650007  1566989656.43650246  0.00000238
 757  1566989656.43650460  1566989656.43650723  0.00000262
 758  1566989656.43650937  1566989656.43651199  0.00000262
 759  1566989656.43651414  1566989656.43651652  0.00000238
 760  1566989656.43651891  1566989656.43652129  0.00000238
 761  1566989656.43653440  1566989656.43653703  0.00000262
 762  1566989656.43654060  1566989656.43654323  0.00000262
 763  1566989656.43654537  1566989656.43655849  0.00001311
 764  1566989656.43656087  1566989656.43656349  0.00000262
 765  1566989656.43656564  1566989656.43656802  0.00000238
 766  1566989656.43657041  1566989656.43657279  0.00000238
 767  1566989656.43657494  1566989656.43657756  0.00000262
 768  1566989656.43657970  1566989656.43658209  0.00000238
 769  1566989656.43658447  1566989656.43658686  0.00000238
 770  1566989656.43658924  1566989656.43659163  0.00000238
 771  1566989656.43659377  1566989656.43659639  0.00000262
 772  1566989656.43659854  1566989656.43660092  0.00000238
 773  1566989656.43660331  1566989656.43660569  0.00000238
 774  1566989656.43660808  1566989656.43661046  0.00000238
 775  1566989656.43661261  1566989656.43661523  0.00000262
 776  1566989656.43661737  1566989656.43662000  0.00000262
 777  1566989656.43662214  1566989656.43662453  0.00000238
 778  1566989656.43662691  1566989656.43662930  0.00000238
 779  1566989656.43663168  1566989656.43663406  0.00000238
 780  1566989656.43663621  1566989656.43663883  0.00000262
 781  1566989656.43664122  1566989656.43664360  0.00000238
 782  1566989656.43664598  1566989656.43664837  0.00000238
 783  1566989656.43665051  1566989656.43665290  0.00000238
 784  1566989656.43665528  1566989656.43665767  0.00000238
 785  1566989656.43666005  1566989656.43666244  0.00000238
 786  1566989656.43666458  1566989656.43666720  0.00000262
 787  1566989656.43666935  1566989656.43667197  0.00000262
 788  1566989656.43667412  1566989656.43667674  0.00000262
 789  1566989656.43667889  1566989656.43668151  0.00000262
 790  1566989656.43668365  1566989656.43668604  0.00000238
 791  1566989656.43668842  1566989656.43669081  0.00000238
 792  1566989656.43669295  1566989656.43669558  0.00000262
 793  1566989656.43669772  1566989656.43670011  0.00000238
 794  1566989656.43670249  1566989656.43670487  0.00000238
 795  1566989656.43670726  1566989656.43670964  0.00000238
 796  1566989656.43671179  1566989656.43671417  0.00000238
 797  1566989656.43671656  1566989656.43671894  0.00000238
 798  1566989656.43672132  1566989656.43672371  0.00000238
 799  1566989656.43672609  1566989656.43672872  0.00000262
 800  1566989656.43673086  1566989656.43673325  0.00000238
 801  1566989656.43673563  1566989656.43673801  0.00000238
 802  1566989656.43674040  1566989656.43674278  0.00000238
 803  1566989656.43674517  1566989656.43674755  0.00000238
 804  1566989656.43674970  1566989656.43675208  0.00000238
 805  1566989656.43675447  1566989656.43675685  0.00000238
 806  1566989656.43675900  1566989656.43676162  0.00000262
 807  1566989656.43676400  1566989656.43676639  0.00000238
 808  1566989656.43676853  1566989656.43677092  0.00000238
 809  1566989656.43677330  1566989656.43677568  0.00000238
 810  1566989656.43677783  1566989656.43678045  0.00000262
 811  1566989656.43678260  1566989656.43678522  0.00000262
 812  1566989656.43678737  1566989656.43678999  0.00000262
 813  1566989656.43679214  1566989656.43679452  0.00000238
 814  1566989656.43679690  1566989656.43679929  0.00000238
 815  1566989656.43680167  1566989656.43680406  0.00000238
 816  1566989656.43680620  1566989656.43680882  0.00000262
 817  1566989656.43681097  1566989656.43681335  0.00000238
 818  1566989656.43681574  1566989656.43681812  0.00000238
 819  1566989656.43682051  1566989656.43682289  0.00000238
 820  1566989656.43682504  1566989656.43682766  0.00000262
 821  1566989656.43682981  1566989656.43683243  0.00000262
 822  1566989656.43683457  1566989656.43683696  0.00000238
 823  1566989656.43683934  1566989656.43684173  0.00000238
 824  1566989656.43684411  1566989656.43684649  0.00000238
 825  1566989656.43684888  1566989656.43685126  0.00000238
 826  1566989656.43685341  1566989656.43685579  0.00000238
 827  1566989656.43685818  1566989656.43686056  0.00000238
 828  1566989656.43686295  1566989656.43686533  0.00000238
 829  1566989656.43686748  1566989656.43687010  0.00000262
 830  1566989656.43687224  1566989656.43687463  0.00000238
 831  1566989656.43688750  1566989656.43689013  0.00000262
 832  1566989656.43689370  1566989656.43689632  0.00000262
 833  1566989656.43690991  1566989656.43691254  0.00000262
 834  1566989656.43691492  1566989656.43691730  0.00000238
 835  1566989656.43691969  1566989656.43692207  0.00000238
 836  1566989656.43692422  1566989656.43692684  0.00000262
 837  1566989656.43692899  1566989656.43693137  0.00000238
 838  1566989656.43693376  1566989656.43693614  0.00000238
 839  1566989656.43693829  1566989656.43694091  0.00000262
 840  1566989656.43694305  1566989656.43694544  0.00000238
 841  1566989656.43694782  1566989656.43695021  0.00000238
 842  1566989656.43695235  1566989656.43695498  0.00000262
 843  1566989656.43695712  1566989656.43695974  0.00000262
 844  1566989656.43696189  1566989656.43696427  0.00000238
 845  1566989656.43696666  1566989656.43696904  0.00000238
 846  1566989656.43697119  1566989656.43697381  0.00000262
 847  1566989656.43697596  1566989656.43697834  0.00000238
 848  1566989656.43698072  1566989656.43698311  0.00000238
 849  1566989656.43698549  1566989656.43698788  0.00000238
 850  1566989656.43699002  1566989656.43699241  0.00000238
 851  1566989656.43699479  1566989656.43699718  0.00000238
 852  1566989656.43699956  1566989656.43700194  0.00000238
 853  1566989656.43700409  1566989656.43700671  0.00000262
 854  1566989656.43700886  1566989656.43701124  0.00000238
 855  1566989656.43701339  1566989656.43701601  0.00000262
 856  1566989656.43701816  1566989656.43702054  0.00000238
 857  1566989656.43702292  1566989656.43702531  0.00000238
 858  1566989656.43702745  1566989656.43702984  0.00000238
 859  1566989656.43703222  1566989656.43703461  0.00000238
 860  1566989656.43703675  1566989656.43703914  0.00000238
 861  1566989656.43704152  1566989656.43704391  0.00000238
 862  1566989656.43704605  1566989656.43704844  0.00000238
 863  1566989656.43705058  1566989656.43705320  0.00000262
 864  1566989656.43705535  1566989656.43705773  0.00000238
 865  1566989656.43705988  1566989656.43706250  0.00000262
 866  1566989656.43706465  1566989656.43706703  0.00000238
 867  1566989656.43706918  1566989656.43707156  0.00000238
 868  1566989656.43707395  1566989656.43707633  0.00000238
 869  1566989656.43707848  1566989656.43708086  0.00000238
 870  1566989656.43708324  1566989656.43708563  0.00000238
 871  1566989656.43708777  1566989656.43709040  0.00000262
 872  1566989656.43709254  1566989656.43709493  0.00000238
 873  1566989656.43709731  1566989656.43709970  0.00000238
 874  1566989656.43710184  1566989656.43710423  0.00000238
 875  1566989656.43710637  1566989656.43710899  0.00000262
 876  1566989656.43711114  1566989656.43711352  0.00000238
 877  1566989656.43711591  1566989656.43711829  0.00000238
 878  1566989656.43712044  1566989656.43712306  0.00000262
 879  1566989656.43712521  1566989656.43712759  0.00000238
 880  1566989656.43712997  1566989656.43713236  0.00000238
 881  1566989656.43713450  1566989656.43713713  0.00000262
 882  1566989656.43713927  1566989656.43714166  0.00000238
 883  1566989656.43714404  1566989656.43714643  0.00000238
 884  1566989656.43714857  1566989656.43715096  0.00000238
 885  1566989656.43715334  1566989656.43715596  0.00000262
 886  1566989656.43715811  1566989656.43716049  0.00000238
 887  1566989656.43716288  1566989656.43716526  0.00000238
 888  1566989656.43716741  1566989656.43717003  0.00000262
 889  1566989656.43717217  1566989656.43717456  0.00000238
 890  1566989656.43717694  1566989656.43717957  0.00000262
 891  1566989656.43718195  1566989656.43718433  0.00000238
 892  1566989656.43718648  1566989656.43718910  0.00000262
 893  1566989656.43719125  1566989656.43719363  0.00000238
 894  1566989656.43719602  1566989656.43719840  0.00000238
 895  1566989656.43720055  1566989656.43720317  0.00000262
 896  1566989656.43720531  1566989656.43720794  0.00000262
 897  1566989656.43721008  1566989656.43721247  0.00000238
 898  1566989656.43721485  1566989656.43721724  0.00000238
 899  1566989656.43721938  1566989656.43722200  0.00000262
 900  1566989656.43722415  1566989656.43722653  0.00000238
 901  1566989656.43723083  1566989656.43723345  0.00000262
 902  1566989656.43723583  1566989656.43723822  0.00000238
 903  1566989656.43724060  1566989656.43724298  0.00000238
 904  1566989656.43724513  1566989656.43724799  0.00000286
 905  1566989656.43725014  1566989656.43725276  0.00000262
 906  1566989656.43725491  1566989656.43725729  0.00000238
 907  1566989656.43725967  1566989656.43726206  0.00000238
 908  1566989656.43726420  1566989656.43726683  0.00000262
 909  1566989656.43726897  1566989656.43727136  0.00000238
 910  1566989656.43727374  1566989656.43727612  0.00000238
 911  1566989656.43727851  1566989656.43728089  0.00000238
 912  1566989656.43728328  1566989656.43728566  0.00000238
 913  1566989656.43728781  1566989656.43729043  0.00000262
 914  1566989656.43730426  1566989656.43730688  0.00000262
 915  1566989656.43730903  1566989656.43731165  0.00000262
 916  1566989656.43731380  1566989656.43731618  0.00000238
 917  1566989656.43731856  1566989656.43732119  0.00000262
 918  1566989656.43732357  1566989656.43732595  0.00000238
 919  1566989656.43732834  1566989656.43733072  0.00000238
 920  1566989656.43733311  1566989656.43733549  0.00000238
 921  1566989656.43733788  1566989656.43734026  0.00000238
 922  1566989656.43734264  1566989656.43734503  0.00000238
 923  1566989656.43734741  1566989656.43734980  0.00000238
 924  1566989656.43735218  1566989656.43735456  0.00000238
 925  1566989656.43735695  1566989656.43735933  0.00000238
 926  1566989656.43736172  1566989656.43736410  0.00000238
 927  1566989656.43736649  1566989656.43736887  0.00000238
 928  1566989656.43737125  1566989656.43737364  0.00000238
 929  1566989656.43737602  1566989656.43737864  0.00000262
 930  1566989656.43738079  1566989656.43738341  0.00000262
 931  1566989656.43738556  1566989656.43738818  0.00000262
 932  1566989656.43739033  1566989656.43739295  0.00000262
 933  1566989656.43739510  1566989656.43739772  0.00000262
 934  1566989656.43739986  1566989656.43740249  0.00000262
 935  1566989656.43740487  1566989656.43740726  0.00000238
 936  1566989656.43740964  1566989656.43741202  0.00000238
 937  1566989656.43741441  1566989656.43741679  0.00000238
 938  1566989656.43741918  1566989656.43742156  0.00000238
 939  1566989656.43742394  1566989656.43742633  0.00000238
 940  1566989656.43742871  1566989656.43743110  0.00000238
 941  1566989656.43743348  1566989656.43743587  0.00000238
 942  1566989656.43743825  1566989656.43744063  0.00000238
 943  1566989656.43744302  1566989656.43744540  0.00000238
 944  1566989656.43744779  1566989656.43745041  0.00000262
 945  1566989656.43745255  1566989656.43745518  0.00000262
 946  1566989656.43745732  1566989656.43745995  0.00000262
 947  1566989656.43746209  1566989656.43746471  0.00000262
 948  1566989656.43746710  1566989656.43746948  0.00000238
 949  1566989656.43747187  1566989656.43747425  0.00000238
 950  1566989656.43747663  1566989656.43747902  0.00000238
 951  1566989656.43748140  1566989656.43748379  0.00000238
 952  1566989656.43748617  1566989656.43748856  0.00000238
 953  1566989656.43749094  1566989656.43749332  0.00000238
 954  1566989656.43749571  1566989656.43749809  0.00000238
 955  1566989656.43750048  1566989656.43750286  0.00000238
 956  1566989656.43750525  1566989656.43750763  0.00000238
 957  1566989656.43751001  1566989656.43751240  0.00000238
 958  1566989656.43751478  1566989656.43751717  0.00000238
 959  1566989656.43751955  1566989656.43752193  0.00000238
 960  1566989656.43752432  1566989656.43752670  0.00000238
 961  1566989656.43752909  1566989656.43753171  0.00000262
 962  1566989656.43753409  1566989656.43753648  0.00000238
 963  1566989656.43753886  1566989656.43754125  0.00000238
 964  1566989656.43754363  1566989656.43754601  0.00000238
 965  1566989656.43754840  1566989656.43755126  0.00000286
 966  1566989656.43755341  1566989656.43755603  0.00000262
 967  1566989656.43755841  1566989656.43757415  0.00001574
 968  1566989656.43757653  1566989656.43757892  0.00000238
 969  1566989656.43758130  1566989656.43759346  0.00001216
 970  1566989656.43759727  1566989656.43759990  0.00000262
 971  1566989656.43760204  1566989656.43761611  0.00001407
 972  1566989656.43761826  1566989656.43762088  0.00000262
 973  1566989656.43762326  1566989656.43762565  0.00000238
 974  1566989656.43762779  1566989656.43763041  0.00000262
 975  1566989656.43763256  1566989656.43763494  0.00000238
 976  1566989656.43763733  1566989656.43763971  0.00000238
 977  1566989656.43764186  1566989656.43764448  0.00000262
 978  1566989656.43764663  1566989656.43764925  0.00000262
 979  1566989656.43765140  1566989656.43765378  0.00000238
 980  1566989656.43765616  1566989656.43765855  0.00000238
 981  1566989656.43766093  1566989656.43766332  0.00000238
 982  1566989656.43766570  1566989656.43766832  0.00000262
 983  1566989656.43767047  1566989656.43767285  0.00000238
 984  1566989656.43767524  1566989656.43767762  0.00000238
 985  1566989656.43767977  1566989656.43768239  0.00000262
 986  1566989656.43768454  1566989656.43768716  0.00000262
 987  1566989656.43768930  1566989656.43769193  0.00000262
 988  1566989656.43769431  1566989656.43769670  0.00000238
 989  1566989656.43769884  1566989656.43770146  0.00000262
 990  1566989656.43770361  1566989656.43770599  0.00000238
 991  1566989656.43770814  1566989656.43771076  0.00000262
 992  1566989656.43771291  1566989656.43771553  0.00000262
 993  1566989656.43771768  1566989656.43772030  0.00000262
 994  1566989656.43772268  1566989656.43772507  0.00000238
 995  1566989656.43772745  1566989656.43772984  0.00000238
 996  1566989656.43773222  1566989656.43773460  0.00000238
 997  1566989656.43773675  1566989656.43773913  0.00000238
 998  1566989656.43774152  1566989656.43774414  0.00000262
 999  1566989656.43774629  1566989656.43774867  0.00000238
1000  1566989656.43775105  1566989656.43775344  0.00000238
***************************************************

*** Avg round trip time = 2.649 microseconds
*** Avg one way latency = 1.324 microseconds
task 1 has started...
